PT	AN	DT	PN	PC	TI	AU	ED	TR	OP	OC	AE	SO	PY	PD	VL	IS	P1	JI	BP	EP	PS	OS	TS	CT	CY	CL	SP	IO	LA	AB	DF	PI	DE	IP	C1	EA	RI	OI	U1	U2	PU	PV	SC	AV	TL	NR	UR	UC	CO	SN	DI	BN	ID	UT	OA	HC	HP	DA
J	INSPEC:19590849	Conference Paper, Journal Paper			Analysis of microblog public opinion based on big data technology	Baojing Cai; Wensi Li						IOP Conference Series: Materials Science and Engineering	2020	2020	806			IOP Conf. Ser., Mater. Sci. Eng. (UK)	012002 (5 pp.)	012002 (5 pp.)	012002 (5 pp.)			International Conference on AI and Big Data Application (AIBDA 2019)	20-22 Dec. 2019	Guangzhou, China			English	With the advent of new technology era, big data technology has been widely used in the public communication of mainstream media and become an important strategy. With the continuous progress of the times, big data has entered thousands of households. The arrival of the mainstream media in the new era has changed the traditional public opinion environment, and also brought new challenges to the mainstream media how to deal with the sudden public opinion correctly. Sudden public events are easy to cause public opinion, which is easy to spread, ferment, and even lead to the aggravation of social contradictions. In the field of public communication vision, this paper analyzes the characteristics of public communication of new mainstream media, points out that the new mainstream media face the challenge of news release and public opinion guidance in the current major emergencies, focuses on the analysis of the public opinion guidance effect of people's daily micro blog in the communication process of Changchun long life vaccine event, and expounds the public communication of the current official public opinion field in new media What should be done in broadcasting. Under the influence of public opinion crisis, how the new mainstream media to use the communication strategy to guide the citizens' network participation scientifically and correctly, and then solve the social contradictions efficiently has become an important topic.			Practical; Theoretical or Mathematical/ Big Data; Internet; social networking (online); social sciences; social sciences computing; text analysis; Web sites/ microblog public opinion; big data technology; technology era; mainstream media; traditional public opinion environment; sudden public opinion; sudden public events; public communication vision; public opinion guidance effect; current official public opinion field; public opinion crisis/ C7210N Information networks; C7810 Social and behavioural sciences computing; C6130D Document processing techniques	G06F17/21 Text processing; G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Baojing Cai; Wensi Li; Dept. of Public Adm., Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.				1	1	IOP Publishing	UK	Computer Science; Social Sciences - Other Topics; Mathematical & Computational Biology (provided by Clarivate Analytics)			9				1757-8981	10.1088/1757-899X/806/1/012002			INSPEC:19590849	gold			2021-12-06
J	INSPEC:20588139	Conference Paper			Incorporating service design for industry 4.0: A scientometric review for green and digital transformation driven by service design	Jiang, X.						2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	2020	2020					296	299	296-9			2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	18-20 Dec. 2020	Guangzhou, China			English	Borne the potentials on optimizing organizational resources and service delivery process to improving the overall customer experience, service design has become an important means of digital transformation by promoting consumption upgrading and business model transformation. Along with digital technology, the main driver of industry 4.0, service design can be able to affect every aspect of the product life cycle, so that the production, delivery, consumption, and investment can be more sustainable. Therefore, how can we advance service design for system change bears great potential for addressing complex issues towards green and digital transformation. However, a comprehensive review of the intersections of related works of literature is missing. The purpose of this study is to provide a systematic review of the core literature and identify future research directions and challenges so that organizations can better utilize service design for green and digital transformation. Based on 549 articles retrieved from the Web of Science database, this research examined the main journals, emerging disciplines, and top author keywords, summarizing the major work surrounding the relationship between digital transformation and service design. The research found that researches on the intersection of service design and digital transformation have been undertaken mainly in three disciplines: industrial engineering, business and management science, environmental studies and green technology. Also, service design and Product-Service System can help organizations navigate the required transformation processes. The paper also suggests the need to further explore the intersection of service design and related research fronts of data-driven, SMEs, and future studies, with specific questions raised.			Practical/ business data processing; environmental management; information retrieval; Internet; management science; organisational aspects; production engineering computing/ digital transformation; service design; organizational resources; service delivery process; industry 4.0; digital technology; business model transformation; product life cycle; investment; industrial engineering; business and management science; environmental studies; green technology; data-driven SME; product-service system; Web of Science database/ C7160 Manufacturing and industrial administration; C7210N Information networks; C7480 Production engineering computing; C7250R Information retrieval techniques; E0410D Industrial applications of IT; E0410F Business applications of IT; E0230 Environmental issues	G06Q50/00 Systems or methods specially adapted for a specific business sector, e.g. health care, utilities, tourism or legal services; G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Jiang, X.; Higher Educ. Impact Assessment Center, Sun Yat-Sen Univ. Nanfang Coll., Guangzhou, China.				0	0	IEEE	Piscataway, NJ, USA	Computer Science; Engineering; Business & Economics; Environmental Sciences & Ecology (provided by Clarivate Analytics)			19					10.1109/MSIEID52046.2020.00061	978-1-6654-1541-5	[978-1-6654-1541-5/20/$31.00]	INSPEC:20588139				2021-12-06
J	INSPEC:20031519	Conference Paper			Applying The Dynamic Network DEA Model to Evaluate The Chinese Regional Sustainable Performance	Sheng-Hsiung Chiu; Rui Yang; Ziyu Xiao; Tzu-Yu Lin						MSIE 2020: Proceedings of the 2020 2nd International Conference on Management Science and Industrial Engineering	2020	7 April					120	124	120-4			MSIE 2020: 2020 2nd International Conference on Management Science and Industrial Engineering	7-9 April 2020	Osaka, Japan	Nat. Tsing Hua Univ.		English	The purpose of this paper is to investigate the regional sustainable development performance of 30 provinces in China from 2012 to 2017, based on a dynamic network slacks-based measure (DNSBM) approach. We construct an evaluation framework with a dynamic two-stage model with serial connection. The major difference between this paper and previous literatures is the assumption of installed capacity, defined as a carry-over linking between two consecutive terms. The empirical result of the average regional sustainable development performance is 0.3487 for 2012-2017, due to lower average performance in the electricity portfolio stage than that in the energy productivity stage. The results from the model suggests that the provincial and central government should be put more efforts in the electricity portfolio, such as raising the zero-carbon capacity, to mitigate CO2 emission.			Practical; Theoretical or Mathematical/ air pollution control; carbon compounds; data envelopment analysis; electricity supply industry; investment; sustainable development/ dynamic network DEA model; dynamic network slacks-based measure approach; two-stage model; electricity portfolio stage; energy productivity stage; Chinese regional sustainable performance; DNSBM; central government; zero-carbon capacity; CO2/ C1290B Systems theory applications in natural resources and ecology; E0230 Environmental issues; E1540 Systems theory applications; E0120K Financial management/ CO2/bin O2/bin C/bin O/bin	C01B32/00 Carbon; Compounds thereof	Sheng-Hsiung Chiu; Rui Yang; Ziyu Xiao; Tzu-Yu Lin; Accounting Sch., Nanfang Coll. of Sun Yat-Sen Univ., Guangzhou, China.				0	0	ACM	New York, NY, USA	Environmental Sciences & Ecology; Mathematical & Computational Biology; Business & Economics; Engineering (provided by Clarivate Analytics)								10.1145/3396743.3396774	978-1-4503-7706-5		INSPEC:20031519				2021-12-06
J	INSPEC:20449407	Conference Paper			Making cyberspace towards sustainability a scientometric review for a cyberspace that enables green and digital transformation	Zijia Wang; Han-Teng Liao; Jiacheng Lou; Yu Liu						CIAT 2020: Proceedings of the 2020 International Conference on Cyberspace Innovation of Advanced Technologies	2020	4 Dec.					394	400	394-400			CIAT 2020: 2020 International Conference on Cyberspace Innovation of Advanced Technologies	5 Dec. 2020	Virtual Conference, China			English	Green and Digital Transformation, using digital technologies for green and inclusive development, has become the main agenda for both policy-makers and researchers. European Union (EU), for instance, has targeted the twin transition towards a green and digital economy by proposing a European Green Deal, guiding its investment and planning on the industrial applications using digital technologies such as artificial intelligence, big data, cloud and Internet of Things. While some work has been conducted to examine the digital transformation of different industries, no systematic review has been conducted to analyze the research fronts on the topic of green and digital transformation. With the purpose to layout an overall roadmap for industries and research, a scientometric study was conducted to map out the evolution, main journals, authors and keywords, thereby providing policy and research suggestions for science and technology innovations. This scientometric report on green and digital transformation, with its core value in summarizing scientific literature data using data science and machine learning techniques, provides timely accessible visualization for policy-makers, innovators and researchers evidence-based insights to make better decisions. Future research can build upon the preliminary findings here for the methodological, information and research need for tracking the development of green and digital transformation, so as to produce better strategic foresight.			Practical/ data visualisation; decision making; environmental factors; innovation management; Internet; learning (artificial intelligence); sustainable development/ digital transformation; digital technologies; green development; green economy; digital economy; European Green Deal; cyberspace sustainability; science and technology innovations; data science; machine learning; visualization; decision making/ C0250 Environmental aspects of computing; C6260 Machine learning (artificial intelligence); C6130B Graphics techniques; C7210N Information networks	G06N20/00 Machine learning	Zijia Wang; Han-Teng Liao; Impact Assessment Center, Sun Yat-Sen Univ. Nanfang Coll., Guangzhou, China.Jiacheng Lou; Guangdong Res. Inst. of Eco-Ind. Design, Guangzhou, China.Yu Liu; Sch. of Literature & Media, Sun Yat-Sen Univ. Nanfang Coll., Guangzhou, China.		Liao, Han-Teng/AAC-5793-2019	Liao, Han-Teng/0000-0003-1081-5599	0	0	ACM	New York, NY, USA	Computer Science (provided by Clarivate Analytics)								10.1145/3444370.3444603	978-1-4503-8782-8		INSPEC:20449407				2021-12-06
J	INSPEC:21141794	Conference Paper			Learning and Designing Smart and Sustainable Food Systems: Research Fronts for Emerging Agricultural Education	Han-Teng Liao; Chung-Lien Pan; Cong Cao; Qin-ling Chen						2021 2nd International Conference on Artificial Intelligence and Education (ICAIE)	2021	2021					515	518	515-18			2021 2nd International Conference on Artificial Intelligence and Education (ICAIE)	18-20 June 2021	Dali, China			English	Smart and sustainable food systems have been discussed based on the international consensus on ldquosustainable food system.rdquo Indeed, learning and designing such systems becomes a critical task for practitioners, educators, and students, especially when designing and implementing the next generation of smart agriculture, smart forestry, and smart fishery projects. In order to gain a more systematic understanding, the research has conducted an exploratory scientometric analysis, based on 825 articles collected from the Web of Science (WoS). The findings reveal the emerging knowledge demand for the value-chains and supply-chains across agricultural, food, and Internet industries. More cross-disciplinary work is needed among engineering, science, and social science disciplines, for advancing digital agrifood chains.			Practical/ agricultural engineering; agriculture; computer aided instruction; food security; information analysis; Internet; knowledge management; sustainable development/ smart agriculture; smart forestry; smart fishery projects; agricultural education; smart food systems; sustainable food systems; scientometric analysis; Web of Science; knowledge demand/ C7860 Agriculture, forestry and fisheries computing; C7240 Information analysis and indexing; C7810C Computer-aided instruction; E3010 Agriculture; E0120 Management issues; E0250 Education and training; E0410 Information technology applications	A01 Agriculture; Forestry; Animal husbandry; Hunting; Trapping; Fishing; G09B5/00 Electrically-operated educational appliances	Han-Teng Liao; Chung-Lien Pan; Higher Educ. Impact Assessment Center, Guangzhou Nanfang Coll., Guangzhou, China.				0	0	IEEE	Piscataway, NJ, USA	Forestry; Agriculture; Fisheries; Mathematical & Computational Biology; Computer Science; Education & Educational Research; Business & Economics (provided by Clarivate Analytics)			0					10.1109/ICAIE53562.2021.00114	978-1-6654-2492-9		INSPEC:21141794				2021-12-06
J	INSPEC:19855274	Conference Paper			Research on mixed Teaching Mode of Deep Learning based on MOOC+SPOC Environment	Baiqiang Gan; Chi Zhang						2020 International Conference on Big Data and Informatization Education (ICBDIE). Proceedings	2020	2020					263	266	263-6			2020 International Conference on Big Data and Informatization Education (ICBDIE)	23-25 April 2020	Zhangjiajie, China			English	In recent years, with the continuous improvement of information-based teaching facilities in colleges and universities, many colleges and universities open MOOC and SPOC platforms to the society free of charge to guide learners to improve their knowledge and skills by way of autonomous learning, which has been widely promoted. However, this kind of autonomous learning lacks systematic supervision and management to the learners. Therefore, the design of an effective mixed teaching model is the premise to ensure the learning effect. Based on the theory of deep learning and combining the characteristics of MOOC and SPOC, this paper designs a mixed teaching model of deep learning based on ldquoMOOC+SPOCrdquo environment, which not only makes full use of the characteristics of information resources, but also retains the advantages of traditional course teaching. The effectiveness of this model is proved by the author's teaching practice and questionnaire analysis, which is helpful to improve the quality of information-based subject teaching in colleges and universities.			Practical/ computer aided instruction; computer science education; continuous improvement; distance learning; educational courses; teaching/ MOOC+SPOC environment; continuous improvement; information-based teaching facilities; colleges; universities; autonomous learning; systematic supervision; effective mixed teaching model; learning effect; deep learning; information resources; traditional course teaching; information-based subject teaching; mixed teaching model/ C7810C Computer-aided instruction; C0220 Computing education and training	G09B5/00 Electrically-operated educational appliances	Baiqiang Gan; Guangzhou Nanyang Polytech., Guangzhou, China.Chi Zhang; Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.				0	0	IEEE Computer Society	Los Alamitos, CA, USA	Education & Educational Research; Computer Science (provided by Clarivate Analytics)			6					10.1109/ICBDIE50010.2020.00067	978-1-7281-5900-3	[978-1-7281-5900-3/20/$31.00]	INSPEC:19855274				2021-12-06
J	INSPEC:19845109	Conference Paper, Journal Paper			Design and Construction of Information-based Teaching Cloud Space in Colleges and Universities under the Framework of TPACK	Baiqiang Gan; Rongxia Wang; Chi Zhang; Peide, L.V.						Journal of Physics: Conference Series	2020	2020	1550			J. Phys., Conf. Ser. (UK)	022002 (6 pp.)	022002 (6 pp.)	022002 (6 pp.)			2020 4th International Workshop on Advanced Algorithms and Control Engineering (IWAACE)	21-23 Feb. 2020	Shenzhen, China			English	In order to improve the quality of information-based teaching in colleges and universities, promote the penetration of information technology into the classroom, and improve the teaching effect, based on the TPACK framework, this paper designs the information-based teaching cloud space in colleges and universities, and constructs the system framework by combining the learning theory and teaching needs with the characteristics of the cloud space. Teaching cloud space is to carry out research from four dimensions: technology dimension, teaching dimension, discipline dimension and deep learning dimension, to realize the integration of technology and education and teaching ideas, and to build a personalized teaching cloud space. The research results show that the information-based teaching cloud space based on TPACK theory can improve the teaching of practical courses and stimulate students' curiosity and enthusiasm for learning.			Practical/ computer aided instruction; educational courses; further education; teaching/ information-based teaching cloud space; colleges; universities; information technology; teaching effect; TPACK framework; teaching dimension; deep learning dimension; teaching ideas; personalized teaching cloud space; TPACK theory/ C7810C Computer-aided instruction	G09B5/00 Electrically-operated educational appliances	Baiqiang Gan; Rongxia Wang; Peide, L.V.; Guangzhou Nanyang Polytech., Guangzhou, China.Chi Zhang; Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.				0	0	IOP Publishing	UK	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			7				1742-6596	10.1088/1742-6596/1550/2/022002			INSPEC:19845109	gold			2021-12-06
J	INSPEC:20848316	Conference Paper			Teacher's acceptance of online education platform into foreign language teaching in Chinese higher education	Hsin-I Lee; Tzu-Yu Lin; ZhengYu Wang; ShengWen Li; Sheng-Hsiung Chiu						IC4E 2021: 2021 12th International Conference on E-Education, E-Business, E-Management, and E-Learning	2021	10 Jan.					260	263	260-3			IC4E 2021: 2021 12th International Conference on E-Education, E-Business, E-Management, and E-Learning	10-13 Jan. 2021	Tokyo, Japan			English	China's increasingly frequent multilateral economic trade activities require continuous cultivate high-quality foreign language talents. With the outbreak of the COVID-19, foreign language teaching in universities is confronted with the rapid transition of teaching mode, and teacher's using status of online teaching platforms is urgently demanded to be understood. The purpose of this research is to explore the variable factors that influence teachers' intention to use online teaching platforms. This research uses the Technology Acceptance Model which has a relatively complete explanatory ability as the theoretical basis, extracts two core independent variables and introduces experience as interference factors to construct the framework of this research. Taking Guangxi universities as an example, a questionnaire survey was distributed to 35 universities, with 263 foreign language teachers participated anonymously. The results of data analysis can help education researchers comprehend the current foreign language teachers' using status of online teaching platforms, at the same time provide a knowledge-based understanding of how to optimize and cultivate teachers informationization teaching capabilities to governments and universities.			Practical/ computer aided instruction; data analysis; educational institutions; further education; teaching/ online education platform; foreign language teaching; Chinese higher education; multilateral economic trade activities; high-quality foreign language talents; universities; teaching mode; online teaching platforms; foreign language teachers; education researchers; teaching capabilities; COVID-19 outbreak/ C7810C Computer-aided instruction; C6130 Data handling techniques	G06F7/00 Methods or arrangements for processing data by operating upon the order or content of the data handled; G09B5/00 Electrically-operated educational appliances	Hsin-I Lee; ZhengYu Wang; ShengWen Li; Guilin Tourism Univ., Guilin, China.Tzu-Yu Lin; Sheng-Hsiung Chiu; Nanfang Coll. of Sun Yat-Sen Univ., Guangzhou, China.				1	1	ACM	New York, NY, USA	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			0					10.1145/3450148.3450169	978-1-4503-8854-2		INSPEC:20848316				2021-12-06
J	INSPEC:19652009	Conference Paper			Research on the Design and Application of complex skill Learning based on TPACK Theory and 4C/ID Model	Baiqiang Gan; Chi Zhang; Rongxia Wang; Fei Deng						2020 International Conference on Computer Engineering and Application (ICCEA)	2020	2020					699	702	699-702			2020 International Conference on Computer Engineering and Application (ICCEA)	18-20 March 2020	Guangzhou, China			English	Complex skills refer to the comprehensive application of the knowledge and skills that students have learned in the process of learning, but the students' performance is poor in practice, so it is difficult to meet the training standards. Therefore, based on TPACK theory, this paper analyzes the problems in complex skills learning, studies the system elements of 4C/ID model, and puts forward a complex skill learning design framework that combines TPACK theory and 4C/ID model. Then explores supporting information, real-time information and project practice training, in order to improve students' comprehensive application ability of complex skills.			Practical/ computer based training/ TPACK theory; complex skill Learning; training standards; 4C/ID model/ C7810C Computer-aided instruction	G09B5/00 Electrically-operated educational appliances	Chi Zhang; Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.Baiqiang Gan; Rongxia Wang; Guangzhou Nanyang Polytech., Guangzhou, China.				4	4	IEEE	Piscataway, NJ, USA	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			6					10.1109/ICCEA50009.2020.00152	978-1-7281-5904-1	[978-1-7281-5904-1/20/$31.00]	INSPEC:19652009				2021-12-06
J	INSPEC:20511052	Conference Paper			Analysis of IEEE literature statics and dynamics based on probability theory and correlation analysis	Yuan, J.; Huang, P.; Chen, H.; Jiang, Z.						2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	2020	2020					150	153	150-3			2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	18-20 Dec. 2020	Guangzhou, China			English	In recent years, the quantity of big scholarly data has a rapid growth, which brings new problems and challenges to the big scholarly data analysis. This paper employs the probability theory and correlation analysis methods to analyze the dynamics of publicly available research meta-data from IEEE official site. The experiment gives several visual evolution results of the correlations about journals and subjects, which provides some indications for future related research.			Practical; Theoretical or Mathematical/ data analysis; data mining; data visualisation; educational administrative data processing; information analysis; probability; recommender systems; social networking (online)/ probability theory; correlation analysis methods; publicly available research meta-data; IEEE official site; IEEE literature statics; big scholarly data analysis/ C7210N Information networks; C7240 Information analysis and indexing; C6130B Graphics techniques; C7110 Educational administration	G06Q50/20 Education; H04N21/466 Learning process for intelligent management, e.g. learning user preferences for recommending movies	Yuan, J.; Huang, P.; Chen, H.; Jiang, Z.; Sch. of Electr. & Comput. Eng., Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.				0	0	IEEE	Piscataway, NJ, USA	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			22					10.1109/MSIEID52046.2020.00034	978-1-6654-1541-5	[978-1-6654-1541-5/20/$31.00]	INSPEC:20511052				2021-12-06
J	INSPEC:20842003	Conference Paper			A Research on Guangzhou Dialect's Negative Transfer on British English Pronunciation by Speech Analyzer Software Praat and Ear Recognition Method	Liang Ling; Huang Wei						CIPAE 2021: 2021 2nd International Conference on Computers, Information Processing and Advanced Education	2021	25 May					1123	1132	1123-32			CIPAE 2021: 2021 2nd International Conference on Computers, Information Processing and Advanced Education	25-27 May 2021	Ottawa, ON, Canada			English	In order to explore the negative transfer of Guangzhou dialect on the British English pronunciation, this paper takes English major freshmen in Nanfang College of Sun Yat-sen University as respondents to participate into a phonetic test and analyzes their English pronunciation of vowels, consonants, stress, rhythm, and intonation, based on the data collected by a speech analyzer software, Praat and the evaluation done by foreign teachers (i.e. Ear Recognition Method). In conclusion, it is found that the respondents' pronunciation of segmental phoneme and suprasegmental phoneme was negatively affected by Guangzhou dialect in different levels. In connection with the major findings, the authors provide four suggestions for English learners with Guangzhou dialect as mother tongue to improve their English pronunciation.			Practical; Theoretical or Mathematical/ natural languages; speech recognition/ English learners; Guangzhou dialect; British English pronunciation; speech analyzer software Praat; negative transfer; English major freshmen; Sun Yat-sen University; respondents; Ear Recognition Method; segmental phoneme; suprasegmental phoneme/ B6130E Speech recognition and synthesis; C5260S Speech processing techniques; C6180N Natural language processing	G06F17/20 Handling natural language data; G10L Speech analysis or synthesis; Speech recognition; G10L15/00 Speech recognition	Liang Ling; Nanfang Coll. Guangzhou, Guangzhou, China.Huang Wei; Hong Kong Baptist Univ., Hong Kong, China.				0	0	ACM	New York, NY, USA	Communication; Computer Science (provided by Clarivate Analytics)								10.1145/3456887.3457472	978-1-4503-8996-9		INSPEC:20842003				2021-12-06
J	INSPEC:19590870	Conference Paper, Journal Paper			Exploring different notions of literacy: a literature review analysis of literacy research related to Artificial Intelligence and Big Data application	Zijia Wang						IOP Conference Series: Materials Science and Engineering	2020	2020	806			IOP Conf. Ser., Mater. Sci. Eng. (UK)	012023 (5 pp.)	012023 (5 pp.)	012023 (5 pp.)			International Conference on AI and Big Data Application (AIBDA 2019)	20-22 Dec. 2019	Guangzhou, China			English	Artificial Intelligence (AI) and Big Data projects have been rapidly applied by organizations and adopted by younger users, leading to an increasing number of various capacity building applications, as well as significant impacts on the well-being of both designers and users. This research presents a review of literacy-related literature on ldquoBig Datardquo, ldquoArtificial Intelligencerdquo, ldquoMachine Learningrdquo, based on 73 articles retrieved from the Web of Science Database. The author produced a keyword co-occurrence network map highlighting three main domains: digital literacy, information literacy, and data literacy. This paper concluded that data and information literacy share similar semantic networks whereas digital literacy is related more to pedagogy and innovations, while being the more distant node from both data and information literacy. For stakeholders such as educators, academic researchers, and policymakers, the paper provides reference points for understanding technological literacy and the current relationship among key literacy concepts and domains in relation to AI and Big Data.			Practical/ artificial intelligence; Big Data; computer aided instruction; data analysis; information retrieval; information science education; Internet; learning (artificial intelligence); semantic networks/ literature review analysis; literacy research; Artificial Intelligence; Big Data; capacity building applications; literacy-related literature; digital literacy; information literacy; data literacy; technological literacy; key literacy concepts/ C7210N Information networks; C7810C Computer-aided instruction; C7250R Information retrieval techniques; C7260 Information science education; C6130 Data handling techniques; C6170K Knowledge engineering techniques	G06F7/00 Methods or arrangements for processing data by operating upon the order or content of the data handled; G09B5/00 Electrically-operated educational appliances; G06N5/04 Inference methods or devices; G06N20/00 Machine learning; G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Zijia Wang; New Media Res. Center, Sun Yat-sen Univ. Nanfang Coll., Guangzhou, China.				0	0	IOP Publishing	UK	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			13				1757-8981	10.1088/1757-899X/806/1/012023			INSPEC:19590870	gold			2021-12-06
J	INSPEC:20867233	Conference Paper			Research on public transportation information service system based on intelligent perception	Chen Shenjin; Zhan Chuanchun						2021 IEEE International Conference on Artificial Intelligence and Industrial Design (AIID)	2021	2021					506	512	506-12			2021 IEEE International Conference on Artificial Intelligence and Industrial Design (AIID)	28-30 May 2021	Guangzhou, China			English	Aiming at the problems of urban public transportation congestion in Guangzhou and difficulty for citizens to travel, this paper designs a public transportation information service system based on intelligent perception to realize data sharing and information interaction between people, vehicles and roads. The system uses intelligent perception and multi-source information fusion technology, and connects passengers to the intelligent transportation system without perception through the identification of traffic elements that can be sensed by mobile phones (people), vehicle terminals (cars) and roadside nodes (roads). The human-vehicle-road collaborative working environment fully realizes the intelligent collaboration of human-vehicle-road. The system realizes the collection of various public transportation, passenger flow, road conditions and other information in different traffic scenarios, provides services such as operation, dispatch, driver management, and equipment mobile monitoring for public transportation companies, and provides travel route planning, waiting arrival reminders, and dynamics for travelers Personalized and accurate services such as navigation and dynamic transfer will improve the service level and satisfaction of citizens, and comprehensively improve the efficiency of urban public transportation services.			Practical/ automobiles; data fusion; groupware; information services; intelligent transportation systems; mobile computing; public transport; road traffic; traffic engineering computing/ public transportation information service system; intelligent perception; urban public transportation congestion; vehicle terminals; roadside nodes; multisource information fusion; intelligent transportation system; intelligent collaboration; public transportation companies; urban public transportation services; Guangzhou; data sharing; information interaction; traffic elements; mobile phones; cars; human-vehicle-road collaborative working environment; passenger flow; road conditions; traffic scenarios; driver management; equipment mobile monitoring; travel route planning; waiting arrival reminders/ C7445 Traffic engineering computing; C6190V Mobile, ubiquitous and pervasive computing; C6130 Data handling techniques; C6130G Groupware	B62D Motor vehicles; Trailers; G06F7/00 Methods or arrangements for processing data by operating upon the order or content of the data handled; G06F9/44 Arrangements for executing specific programmes; G08G1/09 Arrangements for giving variable traffic instructions	Chen Shenjin; Sch. of Electr. & Comput. Eng., NanFang Coll. Guangzhou, Guangzhou, China.Zhan Chuanchun; Guangzhou HuaTu Inf. Tech Co., Ltd., Guangzhou, China.				1	1	IEEE	Piscataway, NJ, USA	Computer Science; Transportation (provided by Clarivate Analytics)			8					10.1109/AIID51893.2021.9456557	978-1-6654-1537-8		INSPEC:20867233				2021-12-06
J	INSPEC:20555416	Conference Paper, Journal Paper			Internet Development, Spatial Spillover and Upgrading of China's Consumption Structure: A Spatial Econometrics Analysis Based on Data of 242 Cities during 2005-2016	Zhang Xiaoying; Ke Kaili						E3S Web of Conferences	2021	2021	251			E3S Web Conf. (France)	01037 (11 pp.)	01037 (11 pp.)	01037 (11 pp.)			2021 International Conference on Tourism, Economy and Environmental Sustainability (TEES 2021)	5-7 March 2021	Xiamen, China			English	Based on the household survey data from 242 cities at and above the prefecture level during 2005-2016. This study evaluates changes in the upgrading of China's consumption structure, and investigates the overall and regional impacts of Internet development and spatial spillover on the upgrading of China's consumption structure using the spatial Durbin model (SDM) with time fixed effects. The results suggest that China's consumption structure remains basically stable in peiiodic changes, and there is a positive spatial correlation: China's Internet development exerts significantly promoting effects on the upgrading of residents* consumption structure, and there is a regional heterogeneity, namely, such effects in Eastern China and Central China are more remarkable than those in Western China; Internet development in neighboring cities has indirect effects on the upgrading of urban residents* consumption structure through spatial spillover effects, and there are regional differences in such effects. This study provides enlightenment for promotion of the upgrading of residents* consumption structure and the high-quality economic development in China.			Economic; Practical/ econometrics; Internet/ consumption structure; spatial Durbin model; Internet development exerts; spatial spillover effects; spatial econometrics analysis; AD 2005 to 2016/ A9190 Other topics in solid Earth physics; A9330D Asia		Zhang Xiaoying; Nanfang Coll., Sun Yat-sen Univ., Guangzhou, China.Ke Kaili; Sch. of Manage., Guangzhou Univ., Guangzhou, China.				2	2	EDP Sciences	France	Geochemistry & Geophysics; Geography (provided by Clarivate Analytics)			28				2267-1242	10.1051/e3sconf/202125101037			INSPEC:20555416	Green Published, gold			2021-12-06
J	INSPEC:20395574	Conference Paper, Journal Paper			Design of personalized recommendation system for online learning resources based on improved collaborative filtering algorithm	Baiqiang Gan; Chi Zhang						E3S Web of Conferences	2020	2020	214			E3S Web Conf. (France)	01051 (5 pp.)	01051 (5 pp.)	01051 (5 pp.)			2020 International Conference on Energy Big Data and Low-carbon Development Management (EBLDM 2020)	18-20 Dec. 2020	Nanjing, China			English	In recent years, under the guidance of the educational concept of equality and sharing, universities at home and abroad have increased the development and application of online course learning resources. In China, online open courses are open to all learners on the platform of major portals. Due to the increasing number of online courses, it is increasingly difficult for learners to find the content they are interested in on the website. In addition, the traditional collaborative filtering has the problems of sparse data, cold start, and low accuracy of recommendation results, etc. Therefore, the personalized recommendation system studied in this paper adds the collaborative filtering recommendation technology of user and project attributes. The recommendation system can actively discover the interest of learners according to their behavior characteristics, and provide them with online learning resources of interest, and improve the accuracy of the recommendation results by improving the collaborative filtering algorithm. In this paper, personalized recommendation technology is applied to online course website, aiming at providing personalized, automated and intelligent recommendation system for online learners.			Practical/ collaborative filtering; computer aided instruction; educational courses; recommender systems/ educational concept; online course learning resources; open courses; collaborative filtering recommendation technology; personalized recommendation technology; course Website; intelligent recommendation system; online learners; China; behavior characteristics/ C7810C Computer-aided instruction; C7250R Information retrieval techniques; C7210N Information networks	G09B5/00 Electrically-operated educational appliances; H04N21/466 Learning process for intelligent management, e.g. learning user preferences for recommending movies; G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Baiqiang Gan; Guangzhou Nanyang Polytech., Guangzhou, China.Chi Zhang; Nanfang Coll., Sun Yat-sen Univ., Guangzhou, China.				0	0	EDP Sciences	France	Computer Science; Education & Educational Research (provided by Clarivate Analytics)			6				2267-1242	10.1051/e3sconf/202021401051			INSPEC:20395574	Green Published, gold			2021-12-06
